"Domain"	"Status"	"Study.Name"	"Genome.Name.Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID."	"Phylum"	"Genus"	"Species"	"NCBI.Taxon.ID"	"RefSeq.Project.ID"	"NCBI.Project.ID"	"Genome.Completeness.."	"Culture.Type"	"Cultured"	"Depth"	"Ecosystem"	"Ecosystem.Category"	"Ecosystem.Subtype"	"Ecosystem.Type"	"Ecotype"	"Habitat"	"Isolation"	"Metabolism"	"Motility"	"Oxygen.Requirement"	"Phenotype"	"Salinity"	"Specific.Ecosystem"	"Sporulation"	"Temperature.Range"	"Genome.Size.....assembled"	"Gene.Count.....assembled"	"GC.....assembled"	"CDS.......assembled"	"rRNA.Count.....assembled"	"tRNA.Count.....assembled"	"Pseudo.Genes..."	"Horizontally.Transferred.."
"GCA_000231385.3_ASM23138v3"	"Bacteria"	"Finished"	"Comparative genomics of Desulfosporosinus species - Insights into the evolution and genetic blueprints of sulfate-reducing bacteria involved in wetland carbon cycling and heavy metal bioremediation"	"Desulfosporosinus meridiei S10, DSM 13257"	"DOE Joint Genome Institute (JGI)"	2510065044	"Firmicutes"	"Desulfosporosinus"	"Desulfosporosinus meridiei"	768704	75097	62669	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Groundwater"	"Freshwater"	""	"Groundwater, Soil"	"Groundwater contaminated with aromatic compounds from motor fuel in sandy soil from Eden Hill, Swan Coastal Plain, Perth, Western Australia"	""	""	"Anaerobe"	""	""	"Contaminated"	""	"Mesophile"	4873567	4663	0.42	97.45	31	80	4.05	3.73
"GCA_000243135.3_ASM24313v3"	"Bacteria"	"Finished"	"Halorespiring Firmicutes (reseq) - Exploring genomic plasticity of closely related dedicated degraders with diverging ecophysiological features and bioremediating capacity"	"Desulfitobacterium dichloroeliminans LMG P-21439"	"DOE Joint Genome Institute (JGI)"	2507149019	"Firmicutes"	"Desulfitobacterium"	"Desulfitobacterium dichloroeliminans"	871963	82555	61519	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Aquatic, Soil"	"Soil matrix of an anoxic water-saturated layer (1 m in depth) that had been exclusively polluted with 1,2-DCA."	""	"Motile"	"Anaerobe"	""	""	"Contaminated"	"Sporulating"	"Mesophile"	3624449	3537	0.44	97	18	73	2.46	4.3
"GCA_000243155.3_ASM24315v3"	"Bacteria"	"Finished"	"Halorespiring Firmicutes (reseq) - Exploring genomic plasticity of closely related dedicated degraders with diverging ecophysiological features and bioremediating capacity"	"Desulfitobacterium dehalogenans JW/IU-DC1, ATCC 51507"	"DOE Joint Genome Institute (JGI)"	2507262031	"Firmicutes"	"Desulfitobacterium"	"Desulfitobacterium dehalogenans"	756499	82553	61181	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Lentic"	"Freshwater"	""	"Aquatic, Fresh water, Ponds, Sediment"	"Sediment in freshwater pond, Athens, GA"	""	"Motile"	"Anaerobe"	""	""	"Sediment"	"Sporulating"	"Mesophile"	4321753	4252	0.45	97.41	18	75	2.66	4.37
"GCF_000010045.1_ASM1004v1"	"Bacteria"	"Finished"	"Desulfitobacterium hafniense Y51"	"Desulfitobacterium hafniense Y51"	"Kyushu University, ANRT"	637000093	"Firmicutes"	"Desulfitobacterium"	"Desulfitobacterium hafniense"	138119	58605	16639	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil"	"Soil contaminated with tetrachloroethene in Japan"	"Dehalogenation"	"Motile"	"Anaerobe"	""	""	"Contaminated"	"Sporulating"	"Mesophile"	5727534	5208	0.47	97.16	18	59	0	4.61
"GCA_000231405.3_ASM23140v3"	"Bacteria"	"Finished"	"Exploring genomic plasticity of closely related dedicated degraders with diverging ecophysiological features and bioremediating capacity"	"Desulfitobacterium metallireducens 853-15A, DSM 15288"	"DOE Joint Genome Institute (JGI)"	2507149024	"Firmicutes"	"Desulfitobacterium"	"Desulfitobacterium metallireducens"	871968	75095	61369	NA	"Isolate"	"Yes"	"4m"	"Environmental"	"Aquatic"	"Sediment"	"Freshwater"	""	"Aquatic, Sediment"	"enriched from anaerobic sediment collected within the floodplain of the San Juan River at the Department of Energy (DOE) uranium mill tailings site in Shiprock, NM, USA."	""	"Motile"	"Anaerobe"	""	""	"Unclassified"	"Sporulating"	"Mesophile"	3176073	3152	0.42	96.35	24	72	1.43	6.95
"GCF_000019165.1_ASM1916v1"	"Bacteria"	"Finished"	"Heliobacterium modesticaldum Ice1"	"Heliobacterium modesticaldum Ice1"	"TGen, Arizona State University"	641522632	"Firmicutes"	"Heliobacterium"	"Heliobacterium modesticaldum"	498761	58279	13427	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Fresh water, Hot spring, Soil"	"hot spring microbial mats and volcanic soil in Iceland"	""	"Motile"	"Anaerobe"	""	""	"Unclassified"	"Sporulating"	"Thermophile"	3075407	3142	0.57	95.51	30	110	0	22.95
"GCF_000213255.1_ASM21325v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Mahella australiensis 50-1 BON, DSM 15567"	"DOE Joint Genome Institute (JGI)"	2503508009	"Firmicutes"	"Mahella"	"Mahella australiensis"	697281	66917	42243	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Oil reservoir"	""	"Oil fields"	"Riverslea oil field in the Bowen-Surat basin, Australia"	""	"Motile"	"Anaerobe"	""	""	"Unclassified"	"Sporulating"	"Thermophile"	3135972	3033	0.43	98.05	9	47	3.43	43.75
"GCF_000007085.1_ASM708v1"	"Bacteria"	"Finished"	"Thermoanaerobacter tengcongensis MB4T"	"Caldanaerobacter subterraneus tengcongensis MB4T"	"Beijing Genomics Institute (BGI), Chinese Academy of Science, Institute of Microbiology"	637000318	"Firmicutes"	"Caldanaerobacter"	"Caldanaerobacter subterraneus"	273068	57813	249	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Fresh water, Hot spring"	"Hot spring in Tengcong China"	"Saccharolytic"	"Motile"	"Anaerobe"	""	""	"Unclassified"	"Sporulating"	"Hyperthermophile"	2689445	2719	0.38	96.14	12	55	0.96	4.74
"GCA_000147695.3_ASM14769v3"	"Bacteria"	"Finished"	"DOEM_782007"	"Thermoanaerobacter wiegelii Rt8.B1"	"DOE Joint Genome Institute (JGI)"	2504756058	"Firmicutes"	"Thermoanaerobacter"	"Thermoanaerobacter wiegelii"	697303	52581	42251	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Fresh water, Hot spring"	"freswater hot spring in New Zealand"	""	"Motile"	"Obligate anaerobe"	""	""	"Unclassified"	"Sporulating"	"Thermophile"	2785056	2888	0.34	96.95	12	57	0	0.03
"GCF_000019085.1_ASM1908v1"	"Bacteria"	"Finished"	"Metal-Reducing Microorganisms"	"Thermoanaerobacter pseudethanolicus 39E, ATCC 33223"	"DOE Joint Genome Institute (JGI)"	641522655	"Firmicutes"	"Thermoanaerobacter"	"Thermoanaerobacter pseudethanolicus"	340099	58339	13901	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Fresh water, Hot spring"	"Thermal springs in Yellowstone National Park"	"Ethanol production, Iron reducer, Sugars fermentor"	"Motile"	"Anaerobe"	""	""	"Unclassified"	"Sporulating"	"Thermophile"	2362816	2363	0.35	96.95	16	56	2.03	0.08
"GCF_000092965.1_ASM9296v1"	"Bacteria"	"Finished"	"DOEM_782007"	"Thermoanaerobacter mathranii mathranii A3, DSM 11426"	"DOE Joint Genome Institute (JGI)"	646564580	"Firmicutes"	"Thermoanaerobacter"	"Thermoanaerobacter mathranii"	583358	49481	33329	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Aquatic, Hot spring"	"Hot spring from Hverdagerdi-Hengil area in Iceland"	""	"Motile"	"Anaerobe"	""	""	"Unclassified"	"Sporulating"	"Thermophile"	2306092	2361	0.34	96.82	12	59	5.38	3.01
"GCA_000189775.3_ASM18977v3"	"Bacteria"	"Finished"	"DOEM_782007"	"Thermoanaerobacterium xylanolyticum LX-11, DSM 7097"	"DOE Joint Genome Institute (JGI)"	650716095	"Firmicutes"	"Thermoanaerobacterium"	"Thermoanaerobacterium xylanolyticum"	858215	63163	50295	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Thermal springs"	""	"Fresh water, Sediment"	"Frying Pan Springs (thermal spring)"	"Saccharolytic"	"Motile"	"Anaerobe"	""	""	"Unclassified"	"Sporulating"	"Thermophile"	2534358	2491	0.35	96.95	15	57	2.81	4.7
"GCF_000328545.1_ASM32854v1"	"Bacteria"	"Finished"	"BESC Consolidated BioProcessing (CBP) candidates- Transfer of Baton"	"Thermoanaerobacterium thermosaccharolyticum M0795"	"DOE Joint Genome Institute (JGI)"	2506783062	"Firmicutes"	"Thermoanaerobacterium"	"Thermoanaerobacterium thermosaccharolyticum"	698948	0	60809	NA	"Isolate"	"Yes"	""	""	""	""	""	""	""	""	"Thiosulfate producer"	"Motile"	"Obligate anaerobe"	""	""	""	"Sporulating"	"Thermophile"	2894276	2922	0.34	97.47	13	57	4.55	5.41
"GCF_000145615.1_ASM14561v1"	"Bacteria"	"Finished"	"DOEM_782007"	"Thermoanaerobacterium thermosaccharolyticum DSM 571"	"DOE Joint Genome Institute (JGI)"	648028060	"Firmicutes"	"Thermoanaerobacterium"	"Thermoanaerobacterium thermosaccharolyticum"	580327	51639	33165	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Groundwater"	"Freshwater"	""	""	"Uranimum Contaminated Groundwater"	""	"Motile"	"Obligate anaerobe"	""	""	""	"Sporulating"	"Thermophile"	2785752	2830	0.34	97.42	12	57	5.51	4.84
"GCA_000013845.1_ASM1384v1"	"Bacteria"	"Finished"	"Clostridium perfringens SM101"	"Clostridium perfringens SM101"	"J. Craig Venter Institute (JCVI)"	642555126	"Firmicutes"	"Clostridium"	"Clostridium perfringens"	289380	58117	12521	NA	"Isolate"	"Yes"	""	"Engineered"	"Food production"	"Unclassified"	"Unclassified"	""	"Beef food product, Food, Host, Meat food product"	"boiled salt beef and beans"	""	"Motile"	"Anaerobe"	"Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	2921996	2748	0.28	93.81	30	94	0	0.76
"GCF_000013285.1_ASM1328v1"	"Bacteria"	"Finished"	"Clostridium perfringens ATCC 13124"	"Clostridium perfringens ATCC 13124"	"J. Craig Venter Institute (JCVI)"	637000077	"Firmicutes"	"Clostridium"	"Clostridium perfringens"	195103	57901	304	NA	"Isolate"	"Yes"	""	"Host-associated"	"Mammals"	"Unclassified"	"Unclassified"	""	"Host, Soil"	"ex bovine"	""	"Motile"	"Obligate anaerobe"	"Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	3256683	3066	0.28	94.42	24	93	0.62	0.88
"GCF_000016965.1_ASM1696v1"	"Bacteria"	"Finished"	"Clostridium beijerinckii NCIMB 8052 Sequencing"	"Clostridium beijerinckii NCIMB 8052"	"DOE Joint Genome Institute (JGI)"	640753016	"Firmicutes"	"Clostridium"	"Clostridium beijerinckii"	290402	58137	12637	NA	"Isolate"	"Yes"	""	"Engineered"	"Food production"	"Unclassified"	"Unclassified"	""	"Fresh water, Host, Soil"	"plant-derived foodstuff (corn meal)"	"Gelatin hydrolysis negative"	"Motile"	"Anaerobe"	"Non-Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	6000632	5290	0.3	96.41	43	94	1.51	9.13
"GCF_000020285.1_ASM2028v1"	"Bacteria"	"Finished"	"WFO-LANL Proposal"	"Clostridium botulinum E3 Alaska E43"	"DOE Joint Genome Institute (JGI), Los Alamos National Laboratory"	642555125	"Firmicutes"	"Clostridium"	"Clostridium botulinum"	508767	59157	28855	NA	"Isolate"	"Yes"	""	"Host-associated"	"Fish"	"Unclassified"	"Reproductive system"	""	"Food, Host"	"Salmon eggs associated with a foodborne case of botulism in Alaska"	""	"Motile"	"Anaerobe"	"Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	3659644	3369	0.27	96.65	34	79	0	1.72
"GCF_000016505.1_ASM1650v1"	"Bacteria"	"Finished"	"Clostridium kluyveri DSM 555"	"Clostridium kluyveri DSM 555"	"Max Planck Institute"	640753020	"Firmicutes"	"Clostridium"	"Clostridium kluyveri"	431943	58885	19065	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Sediment"	""	"Fresh water, Mud"	"Mud of a canal in Delft, The Netherlands"	""	"Motile"	"Anaerobe"	"Non-Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	4023800	4073	0.32	96.07	20	61	0	1.87
"GCF_000143685.1_ASM14368v1"	"Bacteria"	"Finished"	"Clostridium ljungdahlii PETC, DSM 13528"	"Clostridium ljungdahlii PETC, DSM 13528"	"University of Gottingen"	648028017	"Firmicutes"	"Clostridium"	"Clostridium ljungdahlii"	748727	50583	13492	NA	"Isolate"	"Yes"	""	"Host-associated"	"Birds"	"Unclassified"	"Unclassified"	""	"Host, Soil"	"Chicken yard waste"	"Acetogen, Ethanol production"	"Motile"	"Anaerobe"	""	""	"Unclassified"	"Sporulating"	"Mesophile"	4630065	4283	0.31	97.69	27	72	0	6.54
"GCF_000007625.1_ASM762v1"	"Bacteria"	"Finished"	"Clostridium tetani Massachusetts E88"	"Clostridium tetani Massachusetts E88"	"University of Gottingen"	637000080	"Firmicutes"	"Clostridium"	"Clostridium tetani"	212717	57683	81	NA	"Isolate"	"Yes"	""	"Host-associated"	""	""	""	""	"Host"	""	""	"Motile"	"Anaerobe"	"Pathogen"	""	""	"Sporulating"	"Mesophile"	2873333	2565	0.29	94.81	18	54	0	6.47
"GCF_000019545.1_ASM1954v1"	"Bacteria"	"Finished"	"WFO-LANL Proposal"	"Clostridium botulinum sv. A BoNT/A3 Loch Maree"	"DOE Joint Genome Institute (JGI), Los Alamos National Laboratory"	641522617	"Firmicutes"	"Clostridium"	"Clostridium botulinum"	498214	59149	28507	NA	"Isolate"	"Yes"	""	"Host-associated"	"Birds"	"Unclassified"	"Digestive system"	""	"Fresh water, Host, Soil"	"Duck liver paste during a botulism outbreak at a hotel in the Scottish highlands in 1922."	""	"Motile"	"Anaerobe"	"Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	4259691	4092	0.28	97.36	27	81	0	2.44
"GCF_000204565.1_ASM20456v1"	"Bacteria"	"Finished"	"Clostridium botulinum BKT015925"	"Clostridium botulinum sv. Type C/D BKT015925"	"National Veterinary Institute (SVA), Sweden"	650716025	"Firmicutes"	"Clostridium"	"Clostridium botulinum"	929506	66203	60407	NA	"Isolate"	"Yes"	""	"Engineered"	"Food production"	"Unclassified"	"Unclassified"	""	"Fresh water, Host, Soil"	"outbreak in a Swedish poultry farm"	""	"Motile"	"Obligate anaerobe"	"Non-Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	3207592	3109	0.28	96.3	30	85	0	2.67
"GCF_000014125.1_ASM1412v1"	"Bacteria"	"Finished"	"Clostridium novyi NT"	"Clostridium novyi NT"	"Howard Hughes Medical Institute, Johns Hopkins Kimmel Comprehensive Cancer Center"	639633021	"Firmicutes"	"Clostridium"	"Clostridium novyi"	386415	58643	16820	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Host, Soil, Terrestrial"	""	""	"Motile"	"Anaerobe"	"Non-Pathogen"	""	""	"Sporulating"	"Mesophile"	2547720	2485	0.29	93.56	29	81	0	1.53
"GCF_000145275.1_ASM14527v1"	"Bacteria"	"Finished"	"DOEM_782007"	"Clostridium cellulovorans 743B, ATCC 35296"	"DOE Joint Genome Institute (JGI)"	648028016	"Firmicutes"	"Clostridium"	"Clostridium cellulovorans"	573061	51503	32609	NA	"Isolate"	"Yes"	""	"Engineered"	"Industrial production"	"Unclassified"	"Unclassified"	""	"Soil"	"Woody biomass digester. batch methanogenic fermentation of finely divided hybrid poplar wood (ca. 0.8 mm in size)"	"Cellulose degrader"	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	"Sporulating"	"Mesophile"	5262222	4500	0.31	97.53	28	80	3	0.6
"GCF_000191905.1_ASM19190v1"	"Bacteria"	"Finished"	"Clostridium acetobutylicum EA 2018"	"Clostridium acetobutylicum EA 2018"	"Chinese National Human Genome Center at Shanghai, Chinese Academy of Sciences, SIBS"	651053017	"Firmicutes"	"Clostridium"	"Clostridium acetobutylicum"	863638	159515	50455	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Soil"	""	""	"Motile"	"Obligate anaerobe"	""	""	""	"Sporulating"	"Mesophile"	4132226	4024	0.31	97.32	33	75	0	0.05
"GCF_000024105.1_ASM2410v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Anaerococcus prevotii PC 1, DSM 20548"	"DOE Joint Genome Institute (JGI)"	644736326	"Firmicutes"	"Anaerococcus"	"Anaerococcus prevotii"	525919	59219	29533	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Unclassified"	""	"Host, Human"	"Human plasma"	""	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	1998633	1913	0.36	96.81	12	48	2.4	2.14
"GCF_000010185.1_ASM1018v1"	"Bacteria"	"Finished"	"Human Microbiome Project (HMP) Reference Genomes"	"Finegoldia magna ATCC 29328"	"Wakayama Medical University"	641522627	"Firmicutes"	"Finegoldia"	"Finegoldia magna"	334413	58867	18981	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Unclassified"	""	"Host, Human skin"	"abdominal wound"	""	""	"Anaerobe"	"Pathogen"	""	"Unclassified"	""	"Mesophile"	1986740	1873	0.32	96.8	12	48	0	4.86
"GCF_000163895.2_ASM16389v2"	"Bacteria"	"Finished"	"Human Microbiome Project (HMP) Reference Genomes"	"Filifactor alocis ATCC 35896"	"Broad Institute"	2511231077	"Firmicutes"	"Filifactor"	"Filifactor alocis"	546269	46625	30485	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Oral"	"Digestive system"	""	"Host, Human oral cavity"	"Human gingival sulcus, Virginia"	""	""	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	1931012	1709	0.35	96.55	12	47	0.53	7.78
"GCF_000196455.1_ASM19645v1"	"Bacteria"	"Finished"	"Clostridium sticklandii DSM 519"	"Clostridium sticklandii DSM 519"	"CEA Genoscope"	649633033	"Firmicutes"	"Clostridium"	"Clostridium sticklandii"	1511	59585	28575	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Sediment"	""	"Aquatic, Fresh water, Host, Mud, Soil"	"Mud water"	""	"Motile"	"Anaerobe"	""	""	"Unclassified"	"Sporulating"	"Mesophile"	2715461	2688	0.33	95.72	18	59	0	12.2
"GCF_000085225.1_ASM8522v1"	"Bacteria"	"Finished"	"Clostridium difficile CD196"	"Clostridium difficile CD196"	"Wellcome Trust Sanger Institute"	646311914	"Firmicutes"	"Clostridium"	"Clostridium difficile"	645462	41017	38037	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Unclassified"	""	"Host, Soil"	"a non-epidemic strain isolated from a patient with PMC in Paris, 1985"	""	"Motile"	"Obligate anaerobe"	"Pathogen"	""	"Unclassified"	"Sporulating"	"Mesophile"	4110554	3565	0.29	96.89	29	82	0	0.08
"GCF_000016985.1_ASM1698v1"	"Bacteria"	"Finished"	"Metal-Reducing Microorganisms"	"Alkaliphilus metalliredigens QYMF"	"DOE Joint Genome Institute (JGI)"	640753002	"Firmicutes"	"Alkaliphilus"	"Alkaliphilus metalliredigens"	293826	58171	13006	NA	"Isolate"	"Yes"	""	"Engineered"	"Wastewater"	"Mine water"	"Industrial wastewater"	""	"Ponds"	"Borax leachate ponds"	"Metal reducer"	"Motile"	"Anaerobe"	"Alkalophile, Non-Pathogen"	"Halophile"	"Unclassified"	"Sporulating"	"Mesophile"	4929566	5016	0.37	95.71	31	106	3.55	18.64
"GCF_000018325.1_ASM1832v1"	"Bacteria"	"Finished"	"Arsenic/Bacillus/Clostridium"	"Alkaliphilus oremlandii OhILAs"	"DOE Joint Genome Institute (JGI)"	641228475	"Firmicutes"	"Alkaliphilus"	"Alkaliphilus oremlandii"	350688	58495	16083	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Lotic"	"Freshwater"	""	"Aquatic, Fresh water, Sediment"	"Anoxic sediments from the Ohio River, Pennsylvania"	"Nitrogen fixation"	"Motile"	"Anaerobe"	"Arsenic metabolizer, Non-Pathogen"	""	"Sediment"	"Sporulating"	"Mesophile"	3123558	2951	0.36	96.1	26	86	0	12.67
"GCF_000024405.1_ASM2440v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Sebaldella termitidis ATCC 33386"	"DOE Joint Genome Institute (JGI)"	646311952	"Fusobacteria"	"Sebaldella"	"Sebaldella termitidis"	526218	41865	29539	NA	"Isolate"	"Yes"	""	"Host-associated"	"Insecta"	"Unclassified"	"Digestive system"	""	"Gut, Host, Insect, Termite, Termite gut"	"posterior intestinal content of termites"	"Uricolytic"	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	4486650	4266	0.33	98.66	13	40	1.38	32.96
"GCF_000023905.1_ASM2390v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Leptotrichia buccalis C-1013-b, DSM 1135"	"DOE Joint Genome Institute (JGI)"	644736384	"Fusobacteria"	"Leptotrichia"	"Leptotrichia buccalis"	523794	59211	29445	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Oral"	"Digestive system"	""	"Host, Human, Human oral cavity"	"Supragingival calculus; USA"	""	"Nonmotile"	"Anaerobe"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2465610	2367	0.3	97.42	15	46	3.63	2.03
"GCF_000024565.1_ASM2456v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Streptobacillus moniliformis 9901, DSM 12112"	"DOE Joint Genome Institute (JGI)"	646311956	"Fusobacteria"	"Streptobacillus"	"Streptobacillus moniliformis"	519441	41863	29309	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Unclassified"	""	"Host, Human"	"Patient with rat-bite fever in France"	""	"Nonmotile"	"Facultative"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	1673280	1568	0.26	96.36	16	39	4.4	19.2
"GCF_000165505.1_ASM16550v1"	"Bacteria"	"Finished"	"A Genomic Encyclopedia of Bacteria and Archaea (GEBA)"	"Ilyobacter polytropus CuHBu1, DSM 2926"	"DOE Joint Genome Institute (JGI)"	649633056	"Fusobacteria"	"Ilyobacter"	"Ilyobacter polytropus"	572544	59769	32577	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Aquatic, Marine, Mud"	"Marine anoxic mud from Cuxhaven, Germany"	""	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3132314	3042	0.34	96.45	26	79	1.78	24.88
"GCF_000007325.1_ASM732v1"	"Bacteria"	"Finished"	"Gc00085"	"Fusobacterium nucleatum nucleatum ATCC 25586"	"Integrated Genomics"	637000117	"Fusobacteria"	"Fusobacterium"	"Fusobacterium nucleatum"	190304	57885	295	NA	"Isolate"	"Yes"	""	"Host-associated"	"Animal"	"Unclassified"	"Reproductive system"	""	"Host, Oral cavity"	"Cervico-facial lesion"	""	"Nonmotile"	"Anaerobe"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2174500	2145	0.27	96.36	12	47	0	1.82
"GCF_000158275.2_ASM15827v2"	"Bacteria"	"Finished"	"Human Microbiome Project (HMP) Reference Genomes"	"Fusobacterium nucleatum animalis 7_1"	"Broad Institute"	646206252	"Fusobacteria"	"Fusobacterium"	"Fusobacterium nucleatum"	457405	55611	32483	NA	"Isolate"	"Yes"	""	"Host-associated"	"Human"	"Unclassified"	"Digestive system"	""	"Host"	"Human gastrointestinal tract"	""	"Nonmotile"	"Anaerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2510873	2462	0.27	98.21	2	42	0	2.52
"GCF_000027145.1_ASM2714v1"	"Bacteria"	"Finished"	"Listeria seeligeri sv 1/2b, SLCC3954"	"Listeria seeligeri sv. 1/2b SLCC3954"	"Max Planck Institute, LGC Genomics"	646564544	"Firmicutes"	"Listeria"	"Listeria seeligeri"	683837	46215	41123	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil"	"Soil, Germany"	""	"Motile"	"Facultative"	"Non-Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2797636	2795	0.37	96.96	18	67	0	3.43
"GCF_000060285.1_ASM6028v1"	"Bacteria"	"Finished"	"Listeria welshimeri sv 6b, SLCC5334"	"Listeria welshimeri sv. 6b, SLCC5334"	"University of Wuerzburg, University of Giessen"	639633035	"Firmicutes"	"Listeria"	"Listeria welshimeri"	386043	61605	13443	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Food, Fresh water, Host, Soil"	"decaying plant material"	""	"Motile"	"Facultative"	"Non-Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2814130	2913	0.36	95.43	18	66	0.21	3.12
"GCF_000196035.1_ASM19603v1"	"Bacteria"	"Finished"	"Comparative genomics of Listeria species"	"Listeria monocytogenes sv. 1/2a EGD-e"	"ANRT"	637000153	"Firmicutes"	"Listeria"	"Listeria monocytogenes"	169963	61583	276	NA	"Isolate"	"Yes"	""	"Host-associated"	"Mammals"	"Unclassified"	"Unclassified"	""	"Food, Fresh water, Intestinal tract, Soil"	"EGD derivative"	""	"Motile"	"Facultative"	"Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	2944528	2991	0.38	95.45	18	67	0.3	0.13
