"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "S_avg"
"GCF_000091325.1_ASM9132v1" 0.9826 0.8319 0.8804 0.9349 -0.2114 -0.0205 -0.8583 0.5228 -0.7291 0.517 0.2713 0.67
"GCF_000146165.2_ASM14616v2" 1.183 1.1409 1.149 1.0836 -0.2209 0.1726 -0.5496 0.8832 -0.1587 0.6352 0.7061 0.9596
"GCF_000203935.1_ASM20393v1" 1.2732 1.1966 1.3188 1.2282 -0.429 0.0907 -0.715 0.8582 -0.3535 0.7963 0.7996 1.0831
"GCF_000018765.1_ASM1876v1" 1.0204 0.686 1.3202 1.4231 -0.2609 0.1282 -0.6382 0.7799 -0.3818 1.0013 0.6602 1.0309
"GCF_000015185.1_ASM1518v1" 1.3272 1.049 1.5552 1.5274 -0.0842 0.3061 -0.4763 1.0143 0.0275 1.1275 0.8104 1.2098
"GCF_000169215.2_ASM16921v2" 1.2383 1.0247 1.4692 1.4344 -0.0394 0.2795 -0.4402 0.9997 -0.1946 1.0955 0.7584 1.1336
"GCF_000015285.1_ASM1528v1" 1.448 0.7992 1.1127 0.9121 -0.9109 0.181 -0.5645 0.1783 -1.0989 0.7436 0.8646 1.005
"GCF_000196255.1_ASM19625v1" 1.3507 1.3153 1.1931 1.2943 0.3746 0.4163 -0.1152 0.8194 -0.2704 0.8641 1.0992 1.2025
"GCF_000196495.1_ASM19649v1" 1.4495 1.1467 1.2399 1.5687 -0.3752 0.544 0.063 0.8351 -0.2079 0.9352 1.1808 1.3296
"GCF_000020845.1_ASM2084v1" 1.8815 1.5137 1.5692 1.9051 -0.2422 0.5033 0.1386 1.3329 0.119 1.5115 1.5205 1.679
"GCF_000091465.1_ASM9146v1" 1.5061 0.7933 1.0726 1.2357 -0.3931 0.0279 -0.1513 0.5571 -0.2719 0.6816 0.906 1.1121
"GCF_000017705.1_ASM1770v1" 2.3765 1.4164 1.2564 1.2407 -0.2761 0.0213 -0.2272 0.7435 -0.3255 1.0967 1.2679 1.4069
"GCF_000024825.1_ASM2482v1" 2.2867 1.3274 1.5185 1.4562 -0.0967 0.1554 -0.2449 0.9187 -0.1838 1.3421 1.3591 1.5485
"GCF_000196095.1_ASM19609v1" 1.9243 1.355 1.3248 1.4323 -0.1363 0.2244 -0.217 0.7497 -0.492 1.1341 1.4926 1.5026
"GCF_000009745.1_ASM974v1" 1.9153 1.3313 1.3669 1.5937 -0.2976 0.2755 -0.1537 0.6851 -0.4049 1.0054 1.4216 1.5264
"GCF_000241385.1_ASM24138v1" 2.2438 1.4874 1.4459 1.3288 -0.6071 0.1537 -0.1862 0.8214 0.0982 1.1937 1.3175 1.4776
"GCF_000217675.1_ASM21767v1" 1.4801 1.1964 1.5259 1.1511 -0.3408 0.2882 -0.1212 0.8739 -0.3099 1.0694 1.0264 1.2254
"GCF_000184325.1_ASM18432v1" 1.3414 1.2454 1.1947 1.0512 -0.8112 0.3688 -0.0713 0.6409 -0.2328 0.7052 1.0562 1.1232
"GCF_000195065.1_ASM19506v1" 1.6237 1.4574 1.4858 1.2822 -0.6563 0.4232 -0.199 0.9641 -0.1665 0.6677 1.0541 1.2898
"GCF_000022585.1_ASM2258v1" 1.8395 1.6699 1.5337 1.4535 -0.6882 0.3903 -0.1509 1.0194 -0.1431 0.7849 1.1148 1.3933
"GCA_000166455.2_ASM16645v2" 1.9632 1.6176 1.4865 1.4556 -0.6491 0.4056 -0.1544 1.0238 0.0793 0.5891 1.072 1.3871
"GCF_000209675.1_ASM20967v1" 1.0743 0.7835 1.2714 0.9855 -1.1341 -0.16 -0.5941 0.5095 0.5266 0.7337 0.9454 1.0375
"GCF_000234745.1_ASM23474v1" 1.1613 1.1562 1.1779 1.1693 -0.7765 -0.0522 -0.0863 0.4548 0.2292 0.7687 0.9622 1.087
"GCF_000006825.1_ASM682v1" 1.2403 1.1532 1.2472 1.2544 -0.7427 0.0334 -0.0945 0.5266 0.3769 0.8869 1.0638 1.1741
"GCA_000016485.1_ASM1648v1" 0.7084 0.8919 0.8482 1.0402 -0.4619 0.1073 0.0381 0.4647 0.1478 0.292 1.0967 0.9687
"GCF_000165525.1_ASM16552v1" 1.1049 1.1535 1.5153 1.3745 -0.5345 0.0461 -0.1205 0.6926 -0.0862 0.6942 1.3339 1.35
"GCF_000210895.1_ASM21089v1" 1.1061 1.715 1.1734 1.4534 -0.8355 -0.1346 -0.1143 0.6923 0.1791 0.5839 1.2239 1.2539
"GCA_000241025.2_ASM24102v2" 0.3037 0.2894 0.4451 0.4543 -0.463 0.0612 0.1438 0.1092 -0.3247 -0.0738 0.4671 0.4351
"GCF_000022985.1_ASM2298v1" 0.7625 0.6777 0.8902 0.7168 -0.8562 0.0318 -0.172 0.2282 0.0228 0.0273 0.7552 0.7746
"GCF_000007745.1_ASM774v1" 0.9967 0.9776 1.2586 0.7901 -1.3399 -0.1831 -0.1965 0.3408 -0.5207 0.2729 1.0262 1.0081
"GCF_000017245.1_ASM1724v1" 0.5693 0.6686 0.832 0.7059 -1.0482 -0.007 -0.0512 0.163 -0.3654 0.676 0.6953 0.7092
"GCF_000021885.1_ASM2188v1" 1.0999 1.1465 1.4629 1.2008 -0.7189 -0.4765 -0.0486 0.6554 -0.0851 0.91 1.0908 1.1981
"GCF_000007945.1_ASM794v1" 0.7143 0.6631 1.2843 0.5261 -0.519 -0.3366 -0.1746 0.2546 -0.0154 0.1352 0.6258 0.7455
"GCF_000015885.1_ASM1588v1" 1.2483 1.1867 1.3286 1.1692 -0.4087 -0.3137 -0.1152 0.5301 0.4104 0.5456 0.9307 1.1169
"GCF_000011785.1_ASM1178v1" 0.7771 0.8427 1.2278 0.9752 -0.239 0.1508 -0.1439 0.5813 -0.2325 0.3337 0.7575 0.9096
"GCF_000027225.1_ASM2722v1" 1.1341 0.9516 1.1448 1.2314 0.043 0.1461 -0.1801 0.873 0.1505 0.9677 0.7443 1.0019
"GCF_000252955.1_ASM25295v1" 1.0781 1.0991 1.078 1.4153 0.1698 0.2329 -0.0984 0.9249 0.0586 0.9943 0.8743 1.0795
"GCF_000196155.1_ASM19615v1" 0.7677 0.9087 0.9045 0.8416 0.286 0.1926 -0.1916 0.7944 0.3814 0.8723 0.6449 0.7685
"GCF_000069965.1_ASM6996v1" 1.3264 1.2643 1.3975 1.6469 0.5185 0.2837 -0.3961 1.1127 0.2179 1.3481 1.2282 1.3787
"GCF_000009345.1_ASM934v1" 1.172 0.9836 1.2253 1.6261 0.0597 0.5071 -0.4375 1.0039 0.4705 0.9363 1.1659 1.2938
"GCF_000222975.1_ASM22297v1" 0.9523 0.5186 0.9881 1.2235 -0.0782 0.4639 -0.4964 0.7847 0.5052 1.0379 0.6903 0.9216
"GCF_000007885.1_ASM788v1" 0.9521 0.5232 1.0006 1.2178 -0.0773 0.4693 -0.5001 0.7714 0.496 1.0334 0.693 0.9241
"GCF_000241955.1_ASM24195v1" 0.9358 0.9067 0.9108 1.0362 -0.5142 0.4954 -0.1296 0.4205 0.22 0.9573 0.6336 0.8388
"GCF_000187705.1_ASM18770v1" 0.9495 0.8133 0.8855 1.0711 -0.5285 0.45 -0.1899 0.5369 0.2542 0.8681 0.628 0.8383
"GCA_000648575.1_ASM64857v1" 0.765 0.744 0.9427 1.028 -0.4615 -0.043 -0.4624 0.3242 -0.4002 0.3785 0.4697 0.7503
"GCF_000018085.1_ASM1808v1" 0.9091 0.7227 0.9157 1.0825 -0.4663 -0.0384 -0.4264 0.3349 -0.1368 0.9335 0.5026 0.7937
"GCF_000146305.1_ASM14630v1" 0.8154 0.5866 1.2645 0.9613 -0.5287 -0.6559 -1.3836 0.6191 0.0866 0.511 0.5364 0.8335
"GCF_000022885.2_ASM2288v2" 0.9605 0.5364 1.2338 1.0155 -0.3538 -0.4342 -1.1772 0.604 0.2371 0.7519 0.7006 0.9278
"GCA_000023545.1_ASM2354v1" 0.9347 0.7724 0.8221 1.0147 0.2555 0.0965 -0.5042 0.5112 -0.547 0.6436 0.3652 0.6988
"GCA_000023565.1_ASM2356v1" 1.1868 0.9656 1.1536 0.9523 0.331 0.0083 -0.4916 0.5285 0.0031 0.7672 0.6453 0.9044
"GCF_000025065.1_ASM2506v1" 0.9298 0.6877 0.9868 0.8028 0.3414 -0.0306 -0.4189 0.5205 0.1573 1.1769 0.5312 0.7565
"GCF_000147055.1_ASM14705v1" 0.6237 0.5351 0.9853 0.7226 0.0358 -0.1206 -0.3359 0.3772 -0.1416 1.1161 0.3578 0.6217
"GCF_000024645.1_ASM2464v1" 0.6416 0.4787 0.8982 0.9197 -0.1452 0.0454 -0.2979 0.4748 0.0787 0.6821 0.5187 0.7159
"GCF_000011605.1_ASM1160v1" 0.7307 0.4651 0.9016 0.9165 -0.3558 -0.0386 -0.3233 0.422 0.221 0.6902 0.5288 0.7336
"GCF_000023605.1_ASM2360v1" 0.8263 0.8174 1.0214 0.8635 -0.4321 0.0015 -0.2837 0.5671 0.258 0.6788 0.6652 0.8161
"GCF_000175935.2_ASM17593v2" 1.0119 1.2009 1.1909 1.4975 0.3435 0.1054 -0.3389 0.7389 0.2905 0.7357 0.8171 1.0911
"GCF_000233595.1_ASM23359v1" 0.875 0.7466 1.3044 1.1433 0.0846 0.1512 -0.305 0.5458 -0.1245 1.1333 0.8047 1.0029
"GCF_000270125.2_ASM27012v2" 0.7651 0.7116 1.2426 1.0943 0.0812 0.1117 -0.289 0.5388 -0.2535 1.0858 0.8436 0.9778
"GCF_000148935.1_ASM14893v1" 0.8458 0.7749 1.135 1.0153 -0.6188 -0.0123 -0.5071 0.4792 -0.3493 1.253 0.7832 0.9251
"GCF_000196615.1_ASM19661v1" 0.8437 0.761 0.8686 0.964 -0.1283 0.0372 -0.4185 0.4697 -0.1386 0.5267 0.4214 0.7073
"GCF_000026985.1_ASM2698v1" 0.9443 1.0404 1.1498 1.0055 -0.0181 0.1249 -0.3482 0.4897 -0.2638 0.6057 0.695 0.905
"GCF_000017665.1_ASM1766v1" 1.2087 0.6964 0.9822 0.9978 -0.1573 0.0503 -0.5019 0.4507 0.0314 0.5663 0.729 0.92
"GCF_000016325.1_ASM1632v1" 0.7776 0.5971 0.9824 1.0432 0.1693 0.0995 -0.4862 0.4222 0.2685 0.8885 0.8525 0.9175
"GCF_000025565.1_ASM2556v1" 1.1617 0.9906 1.116 1.1699 -0.2233 -0.1844 -0.6168 0.517 0.378 1.0013 1.0721 1.1173
"GCA_000210775.1_ASM21077v1" 0.5585 0.5645 0.6036 0.7429 -0.3208 -0.2353 -0.5411 0.3012 0.2911 0.2668 0.6841 0.6631
"GCF_000164865.1_ASM16486v1" 1.0378 0.5791 0.9324 0.8509 -0.3271 -0.2009 -0.6384 0.2771 -0.1353 0.4478 0.7378 0.8523
"GCF_000215745.1_ASM21574v1" 1.213 1.1458 1.1729 1.2403 0.0066 -0.0472 -0.5259 0.6973 0.6046 0.864 0.9785 1.1175
"GCF_000220485.1_ASM22048v1" 0.904 0.7784 0.9762 1.0837 -0.2772 -0.2107 -0.7374 0.4648 -0.1874 0.7503 0.606 0.8455
"GCF_000019565.1_ASM1956v1" 0.9668 0.7281 1.0656 1.1235 -0.2202 -0.199 -0.7299 0.4436 0.2033 0.8345 0.6863 0.9164
"GCF_000027085.1_ASM2708v1" 1.0574 0.9772 1.1113 1.1207 -0.1007 0.0117 -0.4849 0.4523 -0.0477 0.9605 0.9154 1.0268
"GCF_000026225.1_ASM2622v1" 1.1478 0.9503 1.2234 1.3406 0.5162 0.3059 -0.3466 0.7128 0.4647 1.0803 0.9951 1.1511
"GCF_000010765.1_ASM1076v1" 0.7266 0.8745 0.9432 1.1128 0.3064 0.1003 -0.3587 0.5835 0.4479 1.2486 0.8851 0.9296
"GCF_000019425.1_ASM1942v1" 0.8588 0.9473 1.001 1.1655 0.4199 0.2512 -0.2841 0.6217 0.5561 1.0273 0.8988 0.9813
"GCF_000012025.1_ASM1202v1" 0.8169 0.8943 0.9203 1.2086 0.3387 0.1561 -0.3224 0.5739 0.5323 1.26 0.8838 0.962
"GCF_000025165.1_ASM2516v1" 0.961 1.0025 1.1995 1.3497 0.4069 0.216 -0.3178 0.707 0.57 1.4083 0.9777 1.1147
"GCF_000014845.1_ASM1484v1" 1.0721 1.103 1.3029 1.4249 0.4269 0.161 -0.3289 0.807 0.6418 1.5914 0.9951 1.1768
"GCF_000252875.1_ASM25287v1" 1.2201 1.0479 1.3621 1.2125 0.1453 0.1033 -0.4651 0.593 0.5236 0.9626 1.014 1.1654
"GCF_000235545.1_ASM23554v1" 1.2643 1.1071 1.324 1.2028 0.1748 0.1399 -0.4569 0.602 0.5504 0.8538 0.9898 1.1515
"GCF_000245535.1_ASM24553v1" 1.2498 1.0704 1.3366 1.2446 0.2134 0.0835 -0.4646 0.6204 0.5767 1.018 1.0143 1.1717
"GCF_000239975.1_ASM23997v1" 0.8619 0.7077 0.9524 0.9112 -0.1197 -0.0643 -0.6444 0.3032 -0.0524 1.0367 0.8361 0.8846
"GCF_000240325.1_ASM24032v1" 0.8338 0.6752 1.0614 1.0826 -0.287 -0.1878 -0.7373 0.3845 0.077 0.4362 0.7087 0.8941
"GCA_000240185.2_ASM24018v2" 0.9804 0.9651 0.9904 1.0754 -0.2928 -0.2695 -0.7045 0.3537 -0.2622 0.8472 0.6924 0.8905
"GCF_000233895.1_ASM23389v1" 1.076 1.0652 1.1942 1.3268 0.4157 0.2274 -0.2825 0.745 0.6437 1.3553 0.9694 1.121
"GCA_000308975.2_ASM30897v2" -0.5849 0.5433 0.3151 -1.1907 -0.1929 0.2699 0.0559 0.5832 0.0016 0.81 0.0368 -0.2387
"GCF_000252995.1_ASM25299v1" 1.1971 1.1472 1.26 1.295 0.3424 0.1677 -0.4794 0.6375 0.5841 0.9798 1.0848 1.1883
"GCF_000020705.1_ASM2070v1" 1.2665 1.1282 1.3704 1.2274 0.1555 0.1175 -0.4415 0.6353 0.4918 0.9745 1.0195 1.1796
"GCF_000018385.1_ASM1838v1" 1.3217 1.1651 1.4051 1.2844 0.2002 0.0871 -0.5039 0.6524 0.537 0.9219 1.0395 1.2149
"GCF_000020925.1_ASM2092v1" 1.2791 1.0643 1.3772 1.234 0.1477 0.102 -0.4647 0.6311 0.646 0.9692 1.0171 1.1835
"GCF_000018045.1_ASM1804v1" 1.0565 1.0914 1.1883 1.3262 0.0722 0.0851 -0.3808 0.5828 0.3491 0.9248 0.9052 1.0863
"GCF_000243075.1_ASM24307v1" 1.1263 0.5685 1.0233 0.8784 -0.2805 -0.1268 -0.7102 0.398 -0.2524 0.828 0.7789 0.9073
"GCF_000023065.1_ASM2306v1" 1.1669 0.8402 1.0928 0.9478 -0.2209 0.2947 -0.188 0.9039 0.416 1.1147 0.7004 0.9116
"GCF_000196395.1_ASM19639v1" 1.0253 0.6983 0.9063 0.8275 -0.555 -0.5146 -0.8747 0.5714 0.4545 0.8002 0.3359 0.6758
"GCF_000204115.1_ASM20411v1" 0.875 0.822 1.1338 1.2479 -0.6657 -0.4601 -0.9583 0.8152 0.2918 0.6084 0.1928 0.7416
"GCF_000014805.1_ASM1480v1" 0.7269 0.562 0.7196 0.8034 -1.0895 -0.8062 -1.2558 0.583 0.1922 0.0625 -0.1564 0.3921
"GCF_000008465.1_ASM846v1" 0.6516 0.8214 0.9893 0.8822 -0.3539 0.0143 -0.3887 0.4255 -0.4399 0.6702 1.4006 1.0621
"GCF_000014225.1_ASM1422v1" 0.6436 0.5354 1.0484 0.9702 -0.1649 0.0973 -0.5744 0.4232 -0.5885 0.3037 0.6215 0.8099
"GCF_000226565.1_ASM22656v1" 0.6345 0.6382 0.9482 0.9219 0.0565 0.0732 -0.4933 0.2436 0.0104 -0.0557 0.9218 0.8875
"GCF_000213655.1_ASM21365v1" 0.7216 0.9494 0.8679 1.1608 0.0033 0.1436 -0.2547 0.4952 -0.0859 0.8491 1.1674 1.0352
"GCF_000020585.3_ASM2058v3" 0.8344 0.9251 1.2032 1.2872 -0.1578 0.2007 -0.2547 0.4167 0.1357 0.6784 1.3215 1.2101
"GCF_000012325.1_ASM1232v1" 0.8407 0.7815 1.3779 1.2083 -0.3978 0.0885 -0.6369 0.4402 -0.8274 0.6312 1.0044 1.1102
"GCF_000026085.1_ASM2608v1" 0.9659 0.6001 2.3912 0.9319 0.0739 0.5187 -0.4451 0.5209 -1.1426 0.6515 2.2191 1.7692
"GCF_000184065.1_ASM18406v1" 1.1156 0.998 2.2187 0.9106 -0.0544 0.4113 -0.3665 0.8487 -1.3804 0.6613 1.9111 1.6294
"GCF_000046845.1_ASM4684v1" 1.3201 1.4552 1.5303 1.6251 -0.8739 0.0085 -0.387 1.0307 0.5531 1.4176 1.2501 1.4105
"GCF_000226275.1_ASM22627v1" 1.4012 1.5938 1.3933 1.6647 -0.7637 0.0536 -0.5228 0.8806 0.07 1.2362 1.5065 1.5076
"GCF_000191145.1_ASM19114v1" 1.5708 1.5799 1.4457 1.4815 -0.7721 0.1752 -0.3562 0.8645 0.2841 1.2109 1.51 1.4991
"GCF_000196795.1_ASM19679v1" 1.299 1.4042 1.3951 1.3498 -0.7203 0.2051 -0.4723 0.7615 0.1626 1.2866 1.4221 1.3793
"GCA_000015425.1_ASM1542v1" 1.5274 1.5479 1.454 1.8188 -0.847 0.0391 -0.5147 0.8851 0.136 1.371 1.5708 1.6077
"GCA_000069205.1_ASM6920v1" 1.5035 1.6606 1.3127 1.7081 -0.9396 -0.0816 -0.4385 0.9128 0.0431 1.2578 1.4146 1.4855
"GCF_000069245.1_ASM6924v1" 1.4462 1.6391 1.3652 1.6408 -0.7548 0.0271 -0.5526 0.857 0.0564 1.2375 1.4965 1.4988
"GCF_000302495.1_RH4.0" 0.6659 0.6415 1.6127 0.7599 -0.1507 -0.0265 -0.5004 0.4065 0.6949 0.7172 0.401 0.755
"GCF_000012305.1_ASM1230v1" 0.7797 0.7253 0.9707 1.1274 -0.3652 -0.1821 -0.7843 0.6192 -0.0375 0.5131 0.7773 0.9014
"GCF_000013905.1_ASM1390v1" 0.8488 0.7235 0.9136 1.0987 -0.3458 -0.1757 -0.7635 0.6203 0.1868 0.4721 0.7624 0.8905
"GCF_000016885.1_ASM1688v1" 0.7068 0.7592 1.1147 1.0733 -0.3826 -0.4539 -0.8666 0.622 -0.3255 0.2084 0.9375 0.9649
"GCF_000198515.1_ASM19851v1" 0.1375 0.3149 0.3355 0.0763 -0.0716 0.3745 -0.0662 -0.0378 -0.0045 0.3355 -0.3307 -0.0306
"GCF_000009365.1_ASM936v1" 0.4515 0.3904 0.5925 0.5927 0.4791 0.4522 0.0538 0.1176 -0.1454 0.1607 0.3468 0.4787
"GCF_000017285.1_ASM1728v1" 1.0477 0.8697 1.0818 0.774 -0.1875 0.0844 -0.207 0.4472 0.031 0.4729 0.7622 0.8722
"GCF_000192865.1_ASM19286v1" 1.403 0.9505 1.337 0.8626 -0.0227 0.0223 -0.3139 0.3198 -0.1954 0.3512 0.9982 1.0965
"GCF_000214215.1_ASM21421v1" 1.4157 1.0453 1.0668 0.9496 -0.0639 0.0899 -0.0909 0.3236 0.334 0.7087 1.0071 1.0661
"GCF_000012985.1_ASM1298v1" 0.033 0.4718 0.0637 0.4694 -0.2669 0.3147 -0.1536 -0.2116 -0.7962 0.0413 -0.2066 0.057
"GCF_000015365.1_ASM1536v1" 0.7252 0.465 0.615 0.5302 0.6375 0.6053 -0.1727 0.3987 -0.321 0.4428 0.4056 0.5274
"GCF_000166295.1_ASM16629v1" 0.6766 0.7033 0.4748 0.561 0.6691 0.5913 -0.2164 0.2672 0.0047 0.408 0.499 0.5346
"GCF_000196875.1_ASM19687v1" 0.4359 0.485 0.4281 0.7 0.7019 0.141 -0.5316 0.4072 0.5285 0.7188 0.1708 0.3981
"GCF_000055785.1_ASM5578v1" 0.2019 0.4875 0.2386 0.6449 0.2552 -0.0553 -0.7345 0.1529 1.0601 0.1531 -0.173 0.1842
"GCF_000327065.1_ASM32706v1" 0.4788 0.4225 0.5615 0.5331 -0.2614 -0.1681 -0.3611 0.004 -0.0256 0.1439 -0.1162 0.2841
"GCF_000195105.1_ASM19510v1" 0.3151 0.6789 0.4379 0.3674 -0.2329 -0.4301 -0.6276 -0.1201 -0.0831 2e-04 -0.0566 0.2116
"GCF_000016565.1_ASM1656v1" 1.3706 1.0039 0.6779 0.9271 -0.6208 -0.6473 -0.7405 0.1155 0.6198 0.9078 0.2221 0.668
"GCF_000204295.1_ASM20429v1" 1.2306 1.2165 0.885 1.014 -0.262 -0.5875 -0.6905 0.3855 0.8232 0.905 0.5117 0.8215
"GCF_000026105.1_ASM2610v1" 1.2629 1.197 0.54 0.7775 -0.431 -0.843 -0.849 0.0287 1.6247 0.4357 -3e-04 0.4962
"GCF_000019445.1_ASM1944v1" 1.4454 0.9079 1.1381 0.8967 -0.1202 -0.4365 -0.611 0.4978 2.0898 0.5938 0.5168 0.8839
"GCF_000219705.1_ASM21970v1" 0.9787 1.1651 1.032 0.7682 -0.2257 -0.6323 -0.6009 0.296 2.669 0.547 0.4535 0.7345
"GCF_000012245.1_ASM1224v1" 0.8046 0.873 0.6686 0.6417 -0.3787 -0.3365 -0.572 0.2397 0.8651 0.4818 0.4954 0.6152
"GCF_000012205.1_ASM1220v1" 0.8529 0.8081 1.0503 0.8242 -0.2777 -0.2459 -0.5083 0.2829 0.8562 0.8687 0.7279 0.8377
"GCF_000213805.1_ASM21380v1" 0.4596 0.7281 0.4872 0.5357 -0.6073 -0.7843 -0.6694 0.2402 0.3883 0.413 0.2232 0.3904
"GCF_000237065.1_ASM23706v1" 0.7701 0.6998 0.5103 0.8289 -0.2248 -0.3606 -0.4848 0.0415 0.487 0.4329 0.2567 0.5262
"GCF_000292795.1_PF-R124.01" 0.8177 0.6877 0.6779 0.7204 -0.3387 -0.2129 -0.3978 0.2576 1.1193 0.5407 0.5035 0.6417
"GCF_000012265.1_ASM1226v1" 0.5965 0.4083 0.782 0.5005 -0.8609 -0.936 -0.6989 -0.069 0.6294 0.2195 0.092 0.4133
"GCA_000009225.1_ASM922v1" 0.7427 0.6499 0.6845 0.6865 -0.3593 -0.3693 -0.5291 -0.0984 0.6764 0.6095 0.3894 0.577
"GCF_000012445.1_ASM1244v1" 1.0034 0.7723 0.6628 0.7338 -0.2221 -0.1254 -0.3114 0.354 1.0784 0.7082 0.6256 0.7165
"GCF_000194805.1_ASM19480v1" 0.9619 0.6508 0.5573 0.8656 -0.1141 -0.4001 -0.4108 0.0829 0.8814 0.4391 0.3629 0.6165
"GCF_000226155.1_ASM22615v1" 0.7823 0.4553 -0.3252 0.0831 -0.2464 -0.8945 -0.8174 -0.3367 0.9437 0.4144 -0.5808 -0.1548
"GCF_000026645.1_ASM2664v1" 0.7666 0.4751 -0.2052 0.1404 -0.1938 -0.83 -0.8234 -0.2724 1.4171 0.482 -0.478 -0.0777
"GCF_000021045.1_ASM2104v1" -0.1948 0.1522 0.2035 0.0721 -0.166 -0.0679 -0.2894 -0.3447 0.0338 -0.1543 -0.4526 -0.1566
"GCF_000023025.1_ASM2302v1" 0.69 0.6642 0.7937 0.738 -0.0032 0.4232 -0.3216 0.2664 -0.5783 0.3367 0.4957 0.6446
"GCF_000013665.1_ASM1366v1" 0.3106 0.6228 0.6791 0.341 0.1162 0.3178 -0.0505 0.3047 -0.3578 -0.1623 1.0157 0.6517
"GCF_000019225.1_ASM1922v1" 0.7596 0.9263 0.8899 0.7092 -0.3663 0.3434 -0.19 0.4441 0.3205 0.259 0.4896 0.6668
"GCF_000091785.1_ASM9178v1" 0.4291 0.248 0.0073 0.3755 -0.1281 0.1799 -0.1906 0.0853 -0.418 -0.3564 -0.0847 0.142
"GCF_000048645.1_ASM4864v1" 0.24 0.3563 0.3968 0.3055 -0.208 0.3714 -0.2994 0.191 -0.0207 -0.1054 -0.242 0.121
"GCF_000239175.1_ASM23917v1" 0.1702 0.2899 0.3795 0.3165 -0.1825 0.3917 -0.2549 0.1576 0.0092 -0.1372 -0.3009 0.0862
"GCF_000007765.1_ASM776v1" 0.3115 0.4982 0.0848 0.4714 0.2522 0.2854 0.0991 0.5085 -0.0355 -0.0717 0.3031 0.3063
"GCF_000219045.1_ASM21904v1" 0.4749 0.6687 0.5039 0.6819 0.1845 0.3168 -0.1275 0.2297 -0.6659 0.3549 0.5968 0.5826
"GCF_000019285.1_ASM1928v1" 0.3013 0.8255 0.6014 0.7143 0.1656 0.3598 -0.1261 0.1372 -0.5326 0.212 0.4631 0.5376
"GCF_000195555.1_ASM19555v1" 0.5494 1.038 0.7717 0.6447 -0.077 0.4418 -0.1134 0.283 -0.1843 0.6997 0.4886 0.6023
"GCF_000248435.1_ASM24843v1" 0.4657 0.9948 0.6493 0.6588 -0.033 0.4108 -0.1311 0.3461 -0.3064 0.5303 0.5194 0.5759
"GCF_000017785.1_ASM1778v1" 0.4514 1.0438 0.6471 0.6397 -0.1461 0.4246 -0.065 0.2954 -0.4375 0.5056 0.5093 0.5653
"GCF_000024725.1_ASM2472v1" -0.1155 -0.0117 -0.2837 -0.0486 0.1807 0.4442 0.2063 -0.0474 -0.2597 -0.2538 -0.5244 -0.2853
"GCF_000012805.1_ASM1280v1" -0.2041 -0.5236 -0.5968 -0.1499 0.056 0.3766 0.2994 -0.2036 -0.2379 -0.4261 -0.4986 -0.3861
"GCF_000143085.1_ASM14308v1" -0.3314 -0.3213 -0.667 -0.297 0.2274 0.34 0.3109 -0.4894 -0.6405 -0.307 -0.4326 -0.431
"GCF_000015585.1_ASM1558v1" 0.2591 0.3654 0.1743 0.4925 0.2959 0.8567 0.1794 0.4922 0.7677 0.1868 -0.4719 0.0254
"GCF_000014785.1_ASM1478v1" -0.0564 3e-04 -0.1758 0.4663 0.703 0.6569 0.2334 -0.0975 0.0943 0.2497 -0.5396 -0.1348
"GCF_000008325.1_ASM832v1" -0.2636 -0.0342 -0.3504 -0.141 0.235 0.087 -0.0403 -0.3328 -0.4814 -0.4257 -0.3702 -0.2985
"GCA_000242255.3_ASM24225v3" 0.5725 0.6749 0.7278 1.0074 0.7118 0.9796 -0.4477 0.3448 0.1971 0.514 0.1694 0.5521
"GCA_000230695.3_ASM23069v3" 0.0887 0.0128 0.3182 0.0638 0.7257 1.0018 -0.0383 0.0311 0.4717 0.3433 -0.0816 0.0718
"GCA_000233915.4_ASM23391v4" 0.6822 0.4064 0.162 0.5196 0.5695 0.7805 -0.3925 0.5049 Inf 0.0673 -0.004 0.2728
"GCF_000225915.1_ASM22591v1" 0.6599 0.9126 0.967 0.6292 1.0187 1.0187 -0.2639 0.4374 0.401 1.0022 0.37 0.6062
"GCF_000221965.1_ASM22196v1" 0.4691 0.6987 0.8735 0.3324 0.9015 0.7777 -0.1672 0.3264 0.1822 0.5647 0.4351 0.5089
"GCF_000007145.1_ASM714v1" 0.5588 0.6036 0.5993 0.379 0.7938 0.9956 -0.1665 0.3225 0.476 0.7614 0.4152 0.4686
"GCF_000009165.1_ASM916v1" 0.6406 0.8858 1.0427 0.5444 1.1498 1.0205 -0.2929 0.442 0.7131 1.2274 0.4252 0.6197
"GCF_000010025.1_ASM1002v1" 0.5613 0.8047 1.0042 0.5206 0.7394 0.9858 -0.312 0.4073 0.2427 1.0517 0.1426 0.4821
"GCF_000185965.1_ASM18596v1" 0.0761 1.1077 0.268 0.2785 0.6597 0.3415 -0.2187 0.4244 0.144 0.8352 -0.2236 0.0468
"GCF_000072485.1_ASM7248v1" 0.9679 0.9827 0.8945 0.9379 1.0248 1.2237 -0.4751 0.5857 1.8804 1.3526 0.4545 0.7471
"GCF_000019765.1_ASM1976v1" -0.6673 -0.6063 -0.5038 -0.8177 0.3213 0.47 0.2622 -0.6935 -1.3319 -0.8849 -1.1265 -0.8439
