"Tyr" "His" "Phe" "Asn" "Gln" "Lys" "Glu" "Asp" "Cys" "Ser2" "Ile" "S_avg"
"GCF_000015285.1_ASM1528v1" 1.5293 0.7272 1.0088 0.9994 -0.4475 -0.8926 -0.8162 0.0815 -1.6704 -0.1208 0.773 0.9643
"GCF_000196255.1_ASM19625v1" 2.5086 2.045 1.5393 1.9582 0.0475 0.3316 -0.2221 0.8257 -1.1057 1.3138 1.1984 1.658
"GCF_000196495.1_ASM19649v1" 2.4483 1.9728 1.6105 2.0857 -0.7896 -0.0313 -0.484 0.8268 -1.5508 1.066 1.5178 1.8115
"GCF_000020845.1_ASM2084v1" 3.5118 2.7848 2.0603 2.626 -1.035 0.0655 -0.4149 1.2554 -1.3151 2.4975 2.2021 2.458
"GCF_000091465.1_ASM9146v1" 3.3235 2.3805 1.8425 2.0691 -0.9601 -0.1159 -0.309 0.7299 -1.9228 1.7743 1.7074 2.0751
"GCF_000017705.1_ASM1770v1" 4.0602 3.5064 1.9112 3.1426 -0.5732 -0.1131 -0.4381 1.1286 -1.5322 2.0936 1.8056 2.546
"GCF_000024825.1_ASM2482v1" 4.2241 2.3857 1.9552 2.6203 -0.6481 0.0346 -0.3587 0.9596 -1.3934 2.4644 1.7381 2.4196
"GCF_000196095.1_ASM19609v1" 4.2902 2.4995 2.0664 2.4932 -0.6959 -0.055 -0.3183 1.1657 -1.4514 1.9468 1.8118 2.4264
"GCF_000009745.1_ASM974v1" 3.757 3.2419 1.8548 2.2874 -0.3421 0.2022 -0.4035 0.9774 -1.9266 1.6883 1.8799 2.251
"GCF_000241385.1_ASM24138v1" 4.5154 2.5212 2.028 3.3676 -0.6567 0.0422 -0.353 1.0486 -1.0401 1.7781 1.9632 2.7087
"GCF_000217675.1_ASM21767v1" 1.8513 1.7634 1.6757 2.013 -1.0713 -0.2939 -0.39 1.0342 -0.45 Inf 1.1769 1.597
"GCF_000184325.1_ASM18432v1" 2.8413 2.089 1.9683 2.4088 -1.0054 -0.7042 -0.4933 0.8252 -1.4549 1.394 1.5247 2.0511
"GCF_000195065.1_ASM19506v1" 2.5152 2.4406 1.8375 2.4375 -0.8046 -0.0017 -0.4311 1.4308 -1.9382 1.5993 1.6842 2.0302
"GCF_000022585.1_ASM2258v1" 2.4829 2.4015 1.8956 2.6326 -0.8683 -4e-04 -0.4953 1.4686 -1.1289 1.6982 1.6702 2.0847
"GCA_000166455.2_ASM16645v2" 2.5726 2.3799 1.9075 2.6368 -0.9465 0.0125 -0.5062 1.4651 -1.0818 1.6832 1.6551 2.0955
"GCF_000209675.1_ASM20967v1" 1.3642 1.3607 1.9058 1.4547 -1.211 -1.2038 -1.5902 0.7161 0.0013 1.3035 1.2384 1.4494
"GCF_000234745.1_ASM23474v1" 1.519 1.6645 1.3217 2.1731 -0.98 -1.206 -0.305 0.7655 -0.3994 0.8152 1.5586 1.6569
"GCF_000006825.1_ASM682v1" 1.5639 1.6557 1.4356 1.8938 -Inf -2.4671 -0.6919 0.7193 -0.747 1.0837 1.8859 1.7411
"GCA_000016485.1_ASM1648v1" 1.9971 1.173 2.0103 1.871 -2.0605 -2.5906 -0.7072 0.9249 -0.455 Inf 1.965 1.9502
"GCF_000165525.1_ASM16552v1" 2.1366 1.1629 2.0136 2.0724 -2.0766 -2.5679 -0.4747 0.8805 -0.4697 Inf 1.8997 2.003
"GCF_000210895.1_ASM21089v1" 2.0363 2.9721 2.1941 2.7164 -1.2906 -2.3527 -0.5689 1.3281 -0.7979 1.9155 2.4873 2.4088
"GCA_000241025.2_ASM24102v2" 0.2389 0.7427 1.3145 0.7814 -1.1423 -0.8417 -0.9915 0.3904 0.4305 0.2419 0.7119 0.7789
"GCF_000022985.1_ASM2298v1" 1.1672 1.263 1.033 1.5228 -1.1167 -0.9727 -0.4932 0.4611 -0.111 0.8515 1.44 1.3414
"GCF_000007745.1_ASM774v1" 1.033 1.9046 1.8177 1.5368 -1.2116 -2.2804 -1.6294 0.8004 0.3452 0.1003 1.3956 1.4631
"GCF_000017245.1_ASM1724v1" 1.0999 1.3984 1.2871 1.5405 -1.3247 -2.0226 -1.0495 0.615 0.4892 0.4613 0.9377 1.2025
"GCF_000021885.1_ASM2188v1" 1.1102 2.0081 2.071 2.0785 -1.9094 -2.3039 0.0778 0.8481 -0.1299 0.9809 1.4993 1.7242
"GCF_000007945.1_ASM794v1" 0.7392 -0.8092 0.931 -Inf -1.8776 -0.5092 -0.5066 -0.2241 -Inf 0.5066 0.2924 -Inf
"GCF_000015885.1_ASM1588v1" 1.4697 1.631 1.552 1.4632 -2.3531 -1.7132 -0.445 0.9048 0.5657 0.5343 1.2849 1.4191
"GCF_000011785.1_ASM1178v1" 0.7459 0.7708 0.0896 -1.6628 0.0589 0.5543 0.4359 1.6913 -Inf -0.3663 0.8367 0.0852
"GCF_000027225.1_ASM2722v1" 1.2136 1.3602 1.2723 1.7387 0.7888 -0.3999 -0.4721 0.884 -0.5884 1.0369 1.1337 1.341
"GCF_000252955.1_ASM25295v1" 1.3997 1.4077 1.8844 1.8303 0.9093 -0.2463 -0.4991 1.0564 -0.6945 1.5361 1.2004 1.5331
"GCF_000196155.1_ASM19615v1" 1.0882 1.0104 1.317 1.2659 0.6057 -0.2895 -0.3775 0.6741 -0.0979 0.8561 0.8223 1.0876
"GCF_000069965.1_ASM6996v1" 1.2834 1.2264 1.875 1.8867 -0.2375 -1.0941 -0.801 1.0895 -0.192 0.8754 1.5394 1.6634
"GCF_000009345.1_ASM934v1" 1.6167 1.2524 1.5008 1.8482 0.443 -0.568 -0.946 0.8844 -0.0871 0.8815 1.1708 1.5011
"GCF_000222975.1_ASM22297v1" 1.3779 0.9361 1.3958 1.6181 0.4229 -0.3868 -0.7654 0.9273 -0.0591 1.3047 0.9898 1.3079
"GCF_000007885.1_ASM788v1" 1.3775 0.9406 1.4082 1.6121 0.4237 -0.3789 -0.769 0.9137 -0.0683 1.3001 0.9958 1.3105
"GCF_000241955.1_ASM24195v1" 1.3113 1.0398 1.5205 1.8353 -0.1232 -0.6217 -0.7433 0.5952 0.0587 0.7925 0.9956 1.3766
"GCF_000187705.1_ASM18770v1" 1.6067 0.8178 1.4494 1.9264 -0.0035 -0.4765 -0.6364 0.6994 0.1333 0.9084 1.1434 1.4937
"GCA_000648575.1_ASM64857v1" 1.0981 0.9801 1.376 1.5171 0.4104 -0.5944 -0.6766 0.8426 -0.3451 1.1217 0.8825 1.1762
"GCF_000018085.1_ASM1808v1" 1.07 1.1097 1.2924 1.6478 0.3806 -0.4867 -0.6679 0.6733 -0.642 1.2703 0.8739 1.1996
"GCF_000146305.1_ASM14630v1" 0.9855 0.8899 1.7061 1.8893 1.877 -0.75 -1.7423 0.9479 0.7496 0.8445 1.1484 1.4316
"GCF_000022885.2_ASM2288v2" 1.0142 0.9546 1.2647 1.5761 1.269 -0.3954 -1.1737 0.619 -0.1912 1.0602 1.0555 1.2391
"GCA_000023545.1_ASM2354v1" 1.0765 1.2738 1.3528 1.5505 1.4098 -0.488 -0.8388 0.6218 -0.191 0.5608 0.5908 1.067
"GCA_000023565.1_ASM2356v1" 1.1881 1.2954 0.7851 1.5948 1.5525 -0.7519 -0.6376 0.5709 -0.6583 0.5029 0.7417 1.0413
"GCF_000025065.1_ASM2506v1" 1.1292 1.434 1.6429 1.4637 1.3011 -0.6722 -0.9637 0.8104 -0.181 1.2913 0.9065 1.2444
"GCF_000147055.1_ASM14705v1" 0.9303 1.3868 1.3898 1.5052 1.4503 -0.4687 -0.7119 0.7376 -0.1294 1.4881 0.8182 1.1316
"GCF_000024645.1_ASM2464v1" 1.4856 1.5065 1.3521 1.8469 0.2833 -0.5018 -0.523 0.7773 -0.1757 1.1284 1.0588 1.3882
"GCF_000011605.1_ASM1160v1" 1.1562 1.403 1.2709 1.8482 0.3707 -0.7299 -0.6345 0.4702 -0.0841 0.463 1.0621 1.3189
"GCF_000023605.1_ASM2360v1" 1.4279 1.3057 1.2399 1.7689 0.3705 -0.6118 -0.4569 0.6892 -0.2095 0.9995 1.0372 1.336
"GCF_000175935.2_ASM17593v2" 1.4845 1.7813 1.6814 2.0412 1.4723 -0.5384 -0.5178 1.0592 -0.1809 0.8952 1.0675 1.5306
"GCF_000233595.1_ASM23359v1" 0.9323 1.4005 1.3306 1.6522 1.4644 -0.4691 -0.5908 0.6044 -0.641 0.7548 1.0813 1.2677
"GCF_000270125.2_ASM27012v2" 0.9333 1.2339 1.2163 1.8066 1.5259 -0.6421 -0.5935 0.8101 -0.2252 1.0716 1.0308 1.2826
"GCF_000148935.1_ASM14893v1" 1.0578 1.0679 1.1715 1.7405 1.1132 -0.8795 -0.7358 0.3976 0.0036 0.7638 0.9413 1.227
"GCF_000196615.1_ASM19661v1" 1.2933 1.2409 0.9479 1.6497 1.4513 -0.6522 -0.5734 0.594 -0.066 0.9601 0.9425 1.201
"GCF_000026985.1_ASM2698v1" 1.2151 1.1669 1.4283 1.3439 1.0746 -0.483 -0.4971 0.6292 -0.071 0.961 0.8927 1.1707
"GCF_000017665.1_ASM1766v1" 1.8493 1.8809 1.4366 1.9419 2.2371 -0.9805 -0.8 0.9832 0.3733 0.9534 1.4523 1.6536
"GCF_000016325.1_ASM1632v1" 1.3207 1.5917 1.7469 2.1894 1.1882 -0.7769 -0.714 1.0101 -0.1213 1.5236 1.4494 1.6943
"GCF_000025565.1_ASM2556v1" 1.3021 1.7103 1.9133 1.8397 1.2383 -0.8483 -0.7824 0.8084 0.1889 1.5372 1.1785 1.527
"GCA_000210775.1_ASM21077v1" 1.13 1.4346 2.002 1.5431 0.8624 -0.7581 -0.8211 0.7282 -0.225 -0.1709 1.2798 1.4619
"GCF_000164865.1_ASM16486v1" 1.5791 1.8211 1.9558 2.0344 1.259 -1.0099 -0.9634 0.7662 0.0441 1.5831 1.3016 1.6708
"GCF_000215745.1_ASM21574v1" 1.5584 1.8118 1.5204 1.7015 1.3002 -0.8103 -0.6999 1.0942 0.5589 1.1602 1.2939 1.4905
"GCF_000220485.1_ASM22048v1" 1.3209 1.8862 1.8483 1.6518 1.1394 -0.9224 -0.9317 0.8768 0.6766 1.2462 0.9911 1.4001
"GCF_000019565.1_ASM1956v1" 1.4294 1.6559 1.4887 1.6631 1.177 -1.0792 -1.0185 0.8914 0.2943 1.3056 1.1263 1.3986
"GCF_000027085.1_ASM2708v1" 1.0872 1.2882 1.4562 1.4389 1.2441 -0.8746 -0.8439 0.8145 0.4659 1.3807 1.2019 1.2977
"GCF_000026225.1_ASM2622v1" 1.4631 1.8363 2.0732 2.0775 1.9338 -0.5746 -0.7506 1.343 0.5138 1.528 1.6243 1.7889
"GCF_000010765.1_ASM1076v1" 1.4265 1.7768 1.8525 2.2699 1.4355 -0.6353 -0.7586 1.2078 0.2966 1.7656 1.5137 1.7428
"GCF_000019425.1_ASM1942v1" 1.5986 1.7745 1.8571 2.3838 1.6463 -0.5827 -0.7807 1.3153 0.42 1.9629 1.6743 1.8718
"GCF_000012025.1_ASM1202v1" 1.4155 1.6318 1.806 2.2573 1.6215 -0.5935 -0.7 1.276 0.2223 1.785 1.5293 1.7343
"GCF_000025165.1_ASM2516v1" 1.4808 1.7989 1.9307 2.2832 1.5181 -0.5369 -0.7229 1.2489 0.1803 1.6681 1.55 1.7803
"GCF_000014845.1_ASM1484v1" 1.4592 1.7995 1.8745 2.341 1.5733 -0.3505 -0.6135 1.2708 0.2393 1.6406 1.5758 1.7899
"GCF_000252875.1_ASM25287v1" 1.3605 1.8854 1.5705 2.017 1.7264 -0.4898 -0.6139 0.9548 0.2574 0.9523 1.3618 1.5621
"GCF_000235545.1_ASM23554v1" 1.5108 1.8427 1.5518 1.9039 1.7991 -0.6245 -0.5976 0.9775 0.5406 1.1725 1.2711 1.5206
"GCF_000245535.1_ASM24553v1" 1.321 1.7215 1.6386 2.1025 1.6273 -0.6004 -0.6063 0.9245 0.4129 1.0985 1.2245 1.532
"GCF_000239975.1_ASM23997v1" 1.2914 1.6845 1.9785 2.1926 1.3391 -0.745 -0.7773 0.8377 -0.0701 1.1001 1.249 1.653
"GCF_000240325.1_ASM24032v1" 1.2592 1.4168 1.1615 1.4818 1.1213 -0.8749 -0.8933 0.894 0.1466 1.1479 1.0883 1.2322
"GCA_000240185.2_ASM24018v2" 1.2854 1.6286 1.6063 1.5846 1.044 -0.9704 -1.0424 0.9119 0.6276 1.3458 0.9968 1.3308
"GCF_000233895.1_ASM23389v1" 1.3781 1.7308 1.8532 2.0989 1.6106 -0.4867 -0.7239 1.253 0.1937 1.4077 1.5836 1.7196
"GCA_000308975.2_ASM30897v2" 1.6015 1.816 1.7412 2.434 1.6169 -0.4794 -0.732 1.3517 0.4898 1.6797 1.5433 1.8071
"GCF_000252995.1_ASM25299v1" 1.0035 1.4988 1.7027 1.6691 1.4559 -0.772 -0.6701 1.1106 0.6816 1.5415 1.3132 1.4277
"GCF_000020705.1_ASM2070v1" 1.324 1.9235 1.5766 1.8541 1.7555 -0.5187 -0.5803 0.966 0.1698 1.014 1.3099 1.5018
"GCF_000018385.1_ASM1838v1" 1.5247 1.7511 1.7053 1.8396 1.7585 -0.5196 -0.535 0.8975 0.4199 0.9091 1.308 1.5571
"GCF_000020925.1_ASM2092v1" 1.5438 1.7178 1.5264 1.8975 1.8546 -0.5737 -0.6868 0.996 0.547 1.1106 1.2177 1.4991
"GCF_000018045.1_ASM1804v1" 1.2774 1.4378 1.6199 1.9287 1.2811 -0.8175 -0.8003 1.1584 0.2676 1.7244 1.3788 1.5609
"GCF_000243075.1_ASM24307v1" 0.9285 1.346 0.6653 1.4993 0.5021 0.4312 -0.7918 0.5312 -0.1402 0.5311 0.733 0.9236
"GCF_000023065.1_ASM2306v1" 1.8286 2.0626 2.2495 2.2366 0.505 -0.7444 -1.05 1.4858 -0.1696 2.0118 1.5377 1.9162
"GCF_000196395.1_ASM19639v1" 0.9661 1.6153 0.991 1.5639 0.379 -0.3194 -0.9208 0.767 -0.0258 0.6088 0.6579 1.0072
"GCF_000204115.1_ASM20411v1" 1.501 2.1634 1.7609 1.6799 0.0331 -0.3066 -1.1065 0.9817 -0.231 0.9081 0.9985 1.4264
"GCF_000014805.1_ASM1480v1" 1.255 2.0692 1.5778 2.1314 -0.1341 -0.4244 -1.1767 0.7877 -0.0657 1.0198 0.9815 1.4443
"GCF_000008465.1_ASM846v1" 0.6864 1.551 0.8623 1.2415 0.2157 -0.6504 -0.6658 0.5672 0.5656 0.9357 0.6829 0.8838
"GCF_000014225.1_ASM1422v1" 0.7473 0.6734 1.3423 1.1354 -0.1556 -0.2029 -0.5199 0.5039 -1.0558 0.9713 0.8437 1.0044
"GCF_000226565.1_ASM22656v1" 0.7715 0.7323 1.1343 1.2211 -0.1885 -0.0539 -0.4658 0.2696 -0.878 0.1703 0.7491 0.9435
"GCF_000213655.1_ASM21365v1" 1.0621 1.0696 1.413 1.4851 0.0099 -0.0775 -0.3133 0.6789 -0.8917 0.9157 1.0964 1.2536
"GCF_000020585.3_ASM2058v3" 1.1698 2.5507 1.5216 1.7401 0.098 0.2171 -0.2447 0.8594 -1.2766 1.0681 1.3854 1.4746
"GCF_000012325.1_ASM1232v1" 1.5168 0.5859 1.4029 1.3749 -0.8278 -0.2505 -0.7718 0.1701 -2.9019 0.5355 0.6884 1.1255
"GCF_000026085.1_ASM2608v1" 1.355 1.0285 1.9772 1.0934 -0.1571 -0.406 -0.5379 0.5491 -1.3103 0.5299 1.6141 1.5283
"GCF_000184065.1_ASM18406v1" 2.2447 1.8369 2.3489 1.7657 -0.222 0.1045 -0.3897 0.5308 -2.077 1.0279 2.0014 2.0515
"GCF_000046845.1_ASM4684v1" 1.123 2.0579 2.1218 1.9395 -1.6436 -0.6269 -0.6039 1.1443 0.2132 1.535 1.1127 1.541
"GCF_000226275.1_ASM22627v1" 1.3464 2.1692 2.1967 1.912 -1.4545 -0.4709 -0.6843 0.9529 -0.3126 1.4002 1.882 1.8652
"GCF_000191145.1_ASM19114v1" 1.2707 1.7745 2.0497 1.9148 -1.2704 -0.2355 -0.5743 1.1114 -0.3403 1.4145 1.5962 1.7216
"GCF_000196795.1_ASM19679v1" 1.4013 1.755 2.3724 2.1106 -1.462 -0.2535 -0.7021 1.079 -0.0423 1.689 1.6936 1.8829
"GCA_000015425.1_ASM1542v1" 1.6794 2.4744 2.2806 1.9679 -1.2196 -0.5303 -0.6292 1.2471 -0.0465 2.4115 1.8988 1.9566
"GCA_000069205.1_ASM6920v1" 1.6969 2.8053 2.058 1.9579 -1.1978 -0.6838 -0.6527 1.3523 -0.1115 2.0923 1.868 1.8983
"GCF_000069245.1_ASM6924v1" 1.3653 2.3987 2.047 1.9201 -1.3933 -0.4722 -0.7166 0.8767 -0.3011 1.5221 1.7894 1.806
"GCF_000302495.1_RH4.0" -0.0786 2.1103 2.9664 0.1351 -1.7203 -0.3256 -0.8755 0.004 1.1017 -0.0693 -0.1602 0.2708
"GCF_000012305.1_ASM1230v1" 0.6105 1.0505 0.1646 0.3692 -1.7509 -0.7133 -0.7708 1.6823 0.0803 -0.7243 1.2902 0.7562
"GCF_000013905.1_ASM1390v1" 0.9967 0.0334 1.0941 1.3945 -0.8257 -0.6669 -1.2786 0.5195 -0.5874 1.0028 1.5749 1.3662
"GCF_000016885.1_ASM1688v1" 0.6564 -1.2876 0.3681 0.647 -1.6573 -0.3095 -0.8574 0.0199 0.5717 -0.801 -0.5756 0.2566
"GCF_000198515.1_ASM19851v1" 1.0625 0.6288 0.4051 0.8837 -0.4753 -0.542 -0.497 0.5491 0.9461 1.147 0.6042 0.7123
"GCF_000009365.1_ASM936v1" 1.3924 1.4227 0.9645 1.2265 0.4454 0.0088 -0.6377 0.7027 -0.078 0.8916 1.0457 1.1323
"GCF_000017285.1_ASM1728v1" 1.7976 1.2601 1.5964 1.5509 -0.5309 -0.4659 -0.3296 0.5845 -0.1031 0.6965 1.2707 1.4922
"GCF_000192865.1_ASM19286v1" 2.026 1.9217 1.7862 1.74 -0.2869 -0.0953 -0.2871 0.7063 -1.1463 1.4151 1.2844 1.627
"GCF_000214215.1_ASM21421v1" 2.0507 1.4362 1.8046 1.8526 -0.338 -0.4492 -0.5244 0.6579 -0.0874 1.2776 1.405 1.6939
"GCF_000012985.1_ASM1298v1" 0.7854 1.2651 1.062 1.0484 0.4121 -0.0787 -0.6852 0.465 -0.0125 0.5486 0.6708 0.8672
"GCF_000015365.1_ASM1536v1" 1.4402 1.5631 1.3402 1.7676 1.419 0.7119 -0.2619 0.9251 -0.111 0.9171 1.1049 1.3735
"GCF_000166295.1_ASM16629v1" 1.2489 1.3764 0.9747 1.8694 1.6545 0.7505 -0.3453 0.711 -0.1577 1.3654 0.8305 1.1892
"GCF_000196875.1_ASM19687v1" 0.5308 0.2264 0.967 0.8236 0.966 0.9554 -0.2775 0.3248 1.3009 0.3963 0.9748 0.8625
"GCF_000055785.1_ASM5578v1" 0.526 0.7129 1.6534 1.1085 2.1467 0.6732 -0.3643 0.5887 2.4936 0.6589 0.5231 0.9083
"GCF_000327065.1_ASM32706v1" 1.3251 1.4946 1.656 1.7832 1.2807 0.6814 -0.1985 0.994 1.5222 0.9508 1.1416 1.442
"GCF_000195105.1_ASM19510v1" 1.1447 1.3009 2.0704 1.5501 1.1421 0.384 -0.4026 0.9306 0.5534 1.1182 1.0669 1.4073
"GCF_000016565.1_ASM1656v1" 1.1008 1.4942 1.8308 1.5534 0.7412 0.284 -0.5796 0.7793 0.5892 1.7005 0.9206 1.3102
"GCF_000204295.1_ASM20429v1" 1.2695 1.6123 1.9621 1.7388 0.7602 0.1652 -0.6465 0.9536 1.3576 1.6764 0.7821 1.3489
"GCF_000026105.1_ASM2610v1" 1.6134 1.5376 1.3973 1.5006 0.2997 -0.0261 -0.6476 1.105 1.6155 1.3522 0.8115 1.2459
"GCF_000019445.1_ASM1944v1" 1.7113 2.631 1.7346 2.3033 0.5622 0.1384 -0.6046 1.1051 1.9016 3.4824 1.0038 1.6147
"GCF_000219705.1_ASM21970v1" 1.5208 1.6591 1.8669 1.9754 0.6045 0.2045 -0.4192 0.9911 1.1594 1.0888 0.9598 1.5043
"GCF_000012245.1_ASM1224v1" 1.0137 1.1315 1.2188 1.2597 0.2324 0.151 -0.9105 0.7538 0.2396 0.1885 0.5501 0.9405
"GCF_000012205.1_ASM1220v1" 1.3164 1.4492 1.6797 1.8446 0.2955 0.186 -0.6358 0.829 1.0543 1.0064 0.9729 1.4042
"GCF_000213805.1_ASM21380v1" 1.1645 0.5207 1.836 0.9291 0.4142 -0.0781 -0.7669 1.0964 0.0918 1.1995 0.7364 1.1147
"GCF_000237065.1_ASM23706v1" 1.2052 1.3115 1.7797 1.5793 0.3022 0.0704 -0.667 1.0059 1.3102 1.5455 1.3198 1.4778
"GCF_000292795.1_PF-R124.01" 1.6283 2.1461 2.045 1.8301 0.3206 0.1545 -0.6045 1.0535 2.3004 1.8424 0.8907 1.4959
"GCF_000012265.1_ASM1226v1" 1.7763 1.5883 1.7236 1.9105 0.1241 -0.391 -0.7955 0.9347 0.7903 1.5234 0.9605 1.505
"GCA_000009225.1_ASM922v1" 1.6053 1.4571 1.7198 1.458 0.1565 -0.0299 -0.7543 0.8819 1.4893 1.6089 1.1056 1.4103
"GCF_000012445.1_ASM1244v1" 1.5877 1.7028 1.6493 1.7751 0.0328 0.0923 -0.6878 0.7653 1.0295 1.0988 1.1361 1.4864
"GCF_000194805.1_ASM19480v1" 1.4208 1.1576 1.7662 1.8607 0.2201 0.012 -0.7229 0.8968 1.0643 1.2244 0.9546 1.4418
"GCF_000226155.1_ASM22615v1" 0.9068 1.3061 1.9238 1.483 0.7077 0.2997 -0.2302 0.5385 1.0796 0.8645 0.597 1.1649
"GCF_000026645.1_ASM2664v1" 0.9969 1.1411 2.155 1.3666 0.7982 0.4022 -0.1873 0.7022 1.4673 0.7218 0.7127 1.2634
"GCF_000021045.1_ASM2104v1" 1.0473 1.4271 1.9649 1.651 0.5611 0.754 -0.2818 0.862 0.6525 1.1474 1.243 1.4669
"GCF_000023025.1_ASM2302v1" 1.2575 1.3128 1.1983 1.1446 0.3128 -0.1986 -0.5374 0.9436 -0.4986 0.9465 0.7271 1.0216
"GCF_000013665.1_ASM1366v1" 1.246 1.6264 0.9663 1.4349 -0.2764 -0.4313 -0.4883 0.4038 -0.3833 0.7628 0.5508 0.9799
"GCF_000019225.1_ASM1922v1" 1.2563 1.6991 0.5989 0.7646 -0.2493 0.0849 -0.4243 0.7022 0.0309 0.6405 0.7861 0.8037
"GCF_000091785.1_ASM9178v1" 1.6439 0.4843 1.2754 1.1809 0.3229 -0.2889 -0.3741 0.3203 1.138 1.8557 0.3442 1.0461
"GCF_000048645.1_ASM4864v1" 0.5917 1.5597 -0.5614 0.0584 -0.1451 0.5592 -0.1355 1.0864 -0.0058 0.1839 0.3352 0.0548
"GCF_000239175.1_ASM23917v1" 0.4024 -0.5283 0.0718 0.1731 0.2977 -0.4647 -0.2709 0.7639 -0.3334 0.9077 -0.1839 0.0689
"GCF_000007765.1_ASM776v1" -0.5891 0.3442 0.4331 -0.2447 -0.4541 -0.5636 -0.5121 0.1009 0.1561 0.6569 0.4483 0.1257
"GCF_000219045.1_ASM21904v1" 0.1102 0.4645 1.0294 1.0143 -0.9114 0.0596 -0.323 -0.1301 -1.1352 2.2838 1.481 1.1207
"GCF_000019285.1_ASM1928v1" 0.6341 0.7811 1.0734 0.7778 -0.5484 0.2713 -0.1127 0.1731 -1.0742 0.9971 1.0812 0.939
"GCF_000195555.1_ASM19555v1" 0.7172 0.5153 1.1288 1.1826 0.0696 0.2541 -0.2634 0.3101 -1.8456 1.3112 1.2004 1.112
"GCF_000248435.1_ASM24843v1" 0.6494 0.6685 0.8991 0.7333 -0.3169 0.0436 -0.4422 0.2086 -0.0133 0.5771 0.9395 0.8279
"GCF_000017785.1_ASM1778v1" 1.008 0.0801 1.2316 0.7435 -0.1492 0.1475 -0.4772 0.1124 -0.3694 1.0059 0.9489 0.9572
"GCF_000024725.1_ASM2472v1" 0.7459 0.4096 0.6754 1.0335 0.539 0.5366 0.0856 0.5569 0.6127 1.1949 0.5363 0.7235
"GCF_000012805.1_ASM1280v1" 0.8565 0.8358 0.9648 0.8902 0.7647 0.8386 0.3734 1.0525 1.4658 0.9732 0.7826 0.8681
"GCF_000143085.1_ASM14308v1" 0.7559 0.5715 1.0574 0.7611 0.5212 0.7922 0.2875 0.908 0.7687 0.9402 0.8168 0.853
"GCF_000015585.1_ASM1558v1" 1.4258 1.3982 1.1291 1.5721 1.0578 1.0494 0.9338 0.7484 0.4226 0.7813 1.0775 1.2803
"GCF_000014785.1_ASM1478v1" 1.0153 1.0527 1.1723 1.6401 1.5106 1.0409 0.1347 0.7737 0.771 1.0633 0.9881 1.194
"GCF_000008325.1_ASM832v1" 0.5438 1.0773 1.7372 1.1883 0.9998 0.6544 -0.24 0.7516 1.4657 0.8311 0.6972 1.0426
"GCA_000242255.3_ASM24225v3" 1.194 0.708 2.5785 1.1083 1.9941 2.2382 -0.8203 0.8863 2.1936 1.5768 0.927 1.3734
"GCA_000230695.3_ASM23069v3" 0.7503 0.5735 1.3182 1.5398 2.0352 1.6071 0.1284 0.7626 2.2399 0.9439 1.0119 1.1571
"GCA_000233915.4_ASM23391v4" 0.7806 0.4197 1.0792 0.8088 1.4694 1.2376 -0.0604 0.616 1.5998 0.3564 0.7666 0.8481
"GCF_000225915.1_ASM22591v1" 1.3626 0.821 1.2188 1.1071 2.0989 1.9231 -0.2539 0.8857 1.143 0.8596 1.1805 1.2012
"GCF_000221965.1_ASM22196v1" 1.1727 0.793 1.6057 1.243 2.0999 1.6814 -0.284 0.6893 0.6507 1.1976 0.876 1.1871
"GCF_000007145.1_ASM714v1" 1.3568 0.8049 1.6547 1.1798 3.0173 2.1787 -0.2734 0.6597 0.5364 1.0632 0.8541 1.1977
"GCF_000009165.1_ASM916v1" 1.207 0.8177 1.1694 1.1067 2.09 1.834 -0.3115 0.9232 1.0943 0.8207 1.226 1.1813
"GCF_000010025.1_ASM1002v1" 0.9517 0.8543 1.5832 1.1315 1.853 1.6656 -0.4974 0.7365 0.7695 1.4029 0.8718 1.1082
"GCF_000185965.1_ASM18596v1" 1.3513 0.9057 2.0506 1.0205 1.2985 1.2536 -0.0565 1.0267 -0.7835 0.0675 1.014 1.3525
"GCF_000072485.1_ASM7248v1" 1.3543 1.695 1.718 1.389 1.9441 2.1335 -0.6408 1.0819 1.6551 1.8741 1.2297 1.4008
"GCF_000019765.1_ASM1976v1" 1.5855 0.9974 -0.2828 0.1893 0.0519 -0.5806 0.6757 0.5321 1.6612 0.2914 0.3142 0.4691
"GCF_000327045.1_ASM32704v1" 0.7147 0.6636 1.8096 0.942 0.6274 1.3507 0.6395 0.8127 0.7627 1.3244 1.2359 1.2219
"GCA_000224005.3_ASM22400v3" 0.3632 1.1286 2.8551 1.2352 3.2952 0.5812 0.3426 0.7131 1.4536 0.3573 0.8066 1.2805
"GCA_000227745.3_ASM22774v3" 0.3143 0.5691 1.1093 0.9449 1.189 1.0867 -0.174 0.428 0.9009 1.0099 0.8585 0.8288
"GCF_000025485.1_ASM2548v1" 0.5621 1.0971 1.4377 1.2113 1.5259 1.2671 0.1997 0.8165 0.4807 1.0033 1.0287 1.0744
"GCF_000021985.1_ASM2198v1" 0.9831 0.8477 0.9534 0.9518 Inf 1.5289 -0.1909 0.7568 0.8177 0.8693 0.6597 0.8527
"GCF_000025545.1_ASM2554v1" 1.6417 0.9172 1.3695 1.5114 2.1319 1.4677 -0.3764 0.8969 1.5027 0.613 0.6948 1.2077
